name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value_normalized,Inventory_normalized,Total orders_normalized,total 23_normalized,January_normalized,February_normalized,March_normalized,April_normalized,May_normalized,June_normalized,July_normalized,August_normalized,September_normalized,October_normalized,Novermber_normalized,December_normalized,AV23_normalized,multiplier_normalized,Minimum stock_normalized,purchase_r_normalized
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.03783870450537117,0.024930747922437674,0.4,0.3757700205338809,0.1206896551724138,0.11483253588516747,0.271356783919598,0.34375,0.40540540540540543,0.6174863387978142,0.2883435582822086,0.07749077490774908,0.35526315789473684,0.14689265536723164,0.28,0.3054187192118227,0.3073170731707317,0.0,0.2546634225466342,0.36597110754414125
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.13660413660413662,0.1265004616805171,0.0,0.09907597535934291,0.008620689655172414,0.14832535885167464,0.17587939698492464,0.008928571428571428,0.21621621621621623,0.14754098360655737,0.07770961145194274,0.0,0.04824561403508772,0.02824858757062147,0.04,0.15763546798029557,0.03902439024390244,0.0,0.031630170316301706,0.15569823434991975
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.03424723424723425,0.02123730378578024,0.05,0.034394250513347026,0.017241379310344827,0.019138755980861243,0.010050251256281407,0.15625,0.032432432432432434,0.0,0.0081799591002045,0.08856088560885608,0.07894736842105263,0.02824858757062147,0.02,0.0,0.02926829268292683,0.0,0.025141930251419302,0.15248796147672553
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.07195767195767196,0.06001846722068329,0.1,0.07084188911704312,0.04310344827586207,0.019138755980861243,0.02512562814070352,0.0625,0.11351351351351352,0.0546448087431694,0.03067484662576687,0.05904059040590406,0.04824561403508772,0.05084745762711865,0.148,0.12807881773399016,0.05853658536585366,0.0,0.051094890510948905,0.21134296415195292
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.12829886163219498,0.09787626962142197,0.05,0.08162217659137577,0.004310344827586207,0.1339712918660287,0.01507537688442211,0.06696428571428571,0.05405405405405406,0.06557377049180328,0.09815950920245399,0.12915129151291513,0.05701754385964912,0.06779661016949153,0.04,0.059113300492610835,0.08780487804878048,0.0,0.07542579075425791,0.1637239165329053
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.030655763989097324,0.017543859649122806,0.175,0.10164271047227925,0.07758620689655173,0.05263157894736842,0.02512562814070352,0.06696428571428571,0.0,0.060109289617486336,0.022494887525562373,0.014760147601476014,0.04824561403508772,0.768361581920904,0.032,0.03940886699507389,0.14146341463414633,0.0,0.11759935117599352,0.2231139646869984
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.09876543209876543,0.07202216066481995,0.075,0.061601642710472276,0.05603448275862069,0.0861244019138756,0.03015075376884422,0.04017857142857143,0.08108108108108109,0.03278688524590164,0.026584867075664622,0.04797047970479705,0.18859649122807018,0.0847457627118644,0.036,0.0,0.06341463414634146,0.0,0.055150040551500405,0.18887105403959337
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.23155363155363157,0.18282548476454294,0.0,0.07802874743326489,0.11206896551724138,0.20574162679425836,0.1507537688442211,0.044642857142857144,0.005405405405405406,0.03278688524590164,0.04294478527607362,0.04797047970479705,0.06578947368421052,0.096045197740113,0.024,0.019704433497536946,0.04390243902439024,0.0,0.038118410381184104,0.18405564472980204
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3498476831810165,0.1634349030470914,0.0,0.027720739219712527,0.008620689655172414,0.06220095693779904,0.02512562814070352,0.04017857142857143,0.0,0.01092896174863388,0.04703476482617587,0.04059040590405904,0.06578947368421052,0.03389830508474576,0.032,0.0,0.03414634146341464,0.0,0.030819140308191405,0.1776350989834136
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.089337822671156,0.06371191135734072,0.0,0.001026694045174538,0.0,0.019138755980861243,0.005025125628140704,0.04017857142857143,0.0,0.0,0.0081799591002045,0.0036900369003690036,0.05263157894736842,0.03389830508474576,0.02,0.0,0.0,0.0,0.0024330900243309003,0.13857677902621723
